"No.","Time","Source","Destination","Protocol","Length","Info"
"2003","187.848983","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=9295 Ack=608463 Win=65536 Len=0"
"2004","187.855259","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=808757 Win=250880 Len=0"
"2005","187.855321","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=9295 Ack=614056 Win=65536 Len=0"
"2006","187.856581","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=810217 Win=250880 Len=0"
"2007","187.877478","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=818977 Win=250880 Len=0"
"2008","187.883408","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=826277 Win=250880 Len=0"
"2009","187.883482","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=10115 Ack=10906 Win=64256 Len=0"
"2010","187.884610","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=827737 Win=250880 Len=0"
"2011","187.904698","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=836497 Win=250880 Len=0"
"2012","187.910385","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=843797 Win=250880 Len=0"
"2013","187.910682","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=845257 Win=250880 Len=0"
"2014","187.928585","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=848177 Win=250880 Len=0"
"2015","187.931624","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=854017 Win=250880 Len=0"
"2016","187.934998","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=859857 Win=250880 Len=0"
"2017","187.955333","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=862777 Win=250880 Len=0"
"2018","187.957573","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=865697 Win=250880 Len=0"
"2019","187.957845","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=868617 Win=250880 Len=0"
"2020","187.961250","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=874457 Win=250880 Len=0"
"2021","187.963609","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=877377 Win=250880 Len=0"
"2022","187.981793","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=880297 Win=250880 Len=0"
"2023","187.983852","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=883217 Win=250880 Len=0"
"2024","187.984152","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=886137 Win=250880 Len=0"
"2025","187.988528","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=891977 Win=250880 Len=0"
"2026","187.991204","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [ACK] Seq=10047 Ack=895709 Win=250880 Len=0"
"2027","188.361628","192.168.1.66","64.4.54.253","TCP","54","26726  >  443 [FIN, ACK] Seq=848 Ack=3962 Win=65792 Len=0"
"2028","188.431563","192.168.1.66","64.4.54.253","TCP","54","26726  >  443 [ACK] Seq=849 Ack=3963 Win=65792 Len=0"
"2029","188.608167","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=15183 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2030","188.608169","192.168.1.66","72.21.207.136","TLSv1.2","198","Application Data"
"2031","188.608478","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=16787 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2032","188.608479","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=18247 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2033","188.608483","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=19707 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2034","188.608484","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=21167 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2035","188.608485","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=22627 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2036","188.608486","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=24087 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2037","188.608486","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=25547 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2038","188.608487","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=27007 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2039","188.608488","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=28467 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2040","188.608489","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=29927 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2041","188.608490","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=31387 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2042","188.608490","192.168.1.66","72.21.207.136","TLSv1.2","407","Application Data"
"2043","188.608851","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=33200 Ack=5457 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"2044","188.608853","192.168.1.66","72.21.207.136","TLSv1.2","125","Application Data"
"2045","188.734073","192.168.1.66","72.21.207.136","TCP","54","26734  >  443 [ACK] Seq=34731 Ack=5848 Win=64768 Len=0"
"2046","188.869637","192.168.1.66","54.239.17.112","TCP","54","26728  >  443 [FIN, ACK] Seq=336 Ack=5057 Win=65536 Len=0"
"2047","188.869836","192.168.1.66","54.239.17.112","TCP","54","26729  >  443 [FIN, ACK] Seq=336 Ack=5057 Win=65536 Len=0"
"2048","188.870373","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=10115 Ack=10906 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"2049","188.870374","192.168.1.66","52.85.236.243","TLSv1.2","621","Application Data"
"2050","188.915333","192.168.1.66","54.239.17.112","TCP","54","26728  >  443 [ACK] Seq=337 Ack=5058 Win=65536 Len=0"
"2051","188.916589","192.168.1.66","54.239.17.112","TCP","54","26729  >  443 [ACK] Seq=337 Ack=5058 Win=65536 Len=0"
"2052","188.993804","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=12142 Ack=11596 Win=65536 Len=0"
"2053","188.998748","192.168.1.66","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"2054","189.070687","192.168.1.66","54.192.89.15","TLSv1.2","528","Application Data"
"2055","189.076844","192.168.1.66","54.192.89.15","TLSv1.2","506","Application Data"
"2056","189.078492","192.168.1.66","54.192.89.15","TLSv1.2","515","Application Data"
"2057","189.080458","192.168.1.66","54.192.89.15","TLSv1.2","956","Application Data"
"2058","189.087849","192.168.1.66","54.192.89.15","TLSv1.2","750","Application Data"
"2059","189.103821","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [FIN, ACK] Seq=10521 Ack=896646 Win=250112 Len=0"
"2060","189.103843","192.168.1.66","54.192.89.15","TCP","54","26735  >  443 [RST, ACK] Seq=10522 Ack=896646 Win=0 Len=0"
"2061","189.112505","192.168.1.66","54.192.89.15","TLSv1.2","530","Application Data"
"2062","189.115702","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=9747 Ack=616976 Win=65536 Len=0"
"2063","189.130238","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=11493 Ack=606069 Win=179456 Len=0"
"2064","189.130333","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=9747 Ack=619896 Win=65536 Len=0"
"2065","189.130369","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=9511 Ack=518379 Win=65536 Len=0"
"2066","189.134523","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=9747 Ack=621763 Win=65536 Len=0"
"2067","189.143595","192.168.1.66","54.192.89.15","TLSv1.2","516","Application Data"
"2068","189.145702","192.168.1.66","54.192.89.15","TLSv1.2","850","Application Data"
"2069","189.149873","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=9511 Ack=521299 Win=65536 Len=0"
"2070","189.151272","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=9833 Ack=657428 Win=519680 Len=0"
"2071","189.160222","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=9511 Ack=524219 Win=65536 Len=0"
"2072","189.162301","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=9833 Ack=660348 Win=519680 Len=0"
"2073","189.162616","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=9511 Ack=527139 Win=65536 Len=0"
"2074","189.164878","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=9833 Ack=663268 Win=519680 Len=0"
"2075","189.185768","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=9511 Ack=530059 Win=65536 Len=0"
"2076","189.187890","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=9833 Ack=666188 Win=519680 Len=0"
"2077","189.188236","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [ACK] Seq=9511 Ack=532979 Win=65536 Len=0"
"2078","189.190194","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [FIN, ACK] Seq=9511 Ack=532979 Win=65536 Len=0"
"2079","189.192562","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=9833 Ack=669108 Win=519680 Len=0"
"2080","189.192909","192.168.1.66","54.192.89.15","TCP","54","26737  >  443 [RST, ACK] Seq=9512 Ack=534439 Win=0 Len=0"
"2081","189.192970","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=9205 Ack=371822 Win=65536 Len=0"
"2082","189.196910","192.168.1.66","54.192.89.15","TCP","66","26763  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2083","189.197178","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [ACK] Seq=9833 Ack=672028 Win=519680 Len=0"
"2084","189.197238","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=9205 Ack=373193 Win=64256 Len=0"
"2085","189.198884","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [FIN, ACK] Seq=9833 Ack=672028 Win=519680 Len=0"
"2086","189.201197","192.168.1.66","54.192.89.15","TLSv1.2","526","Application Data"
"2087","189.205264","192.168.1.66","54.192.89.15","TCP","66","26764  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2088","189.210996","192.168.1.66","54.192.89.15","TCP","66","26765  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2089","189.225935","192.168.1.66","54.192.89.15","TCP","54","26739  >  443 [RST, ACK] Seq=9834 Ack=673488 Win=0 Len=0"
"2090","189.237029","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=10209 Ack=634058 Win=65536 Len=0"
"2091","189.237106","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=12289 Ack=613116 Win=179456 Len=0"
"2092","189.237380","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=12289 Ack=616036 Win=179456 Len=0"
"2093","189.239442","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=10209 Ack=635518 Win=65536 Len=0"
"2094","189.239781","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=10209 Ack=639898 Win=65536 Len=0"
"2095","189.239837","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=12289 Ack=617496 Win=179456 Len=0"
"2096","189.242058","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=10209 Ack=644278 Win=65536 Len=0"
"2097","189.242127","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=12289 Ack=621876 Win=179456 Len=0"
"2098","189.244741","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [ACK] Seq=12289 Ack=624796 Win=179456 Len=0"
"2099","189.244794","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=10209 Ack=651578 Win=65536 Len=0"
"2100","189.245740","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [FIN, ACK] Seq=12289 Ack=624796 Win=179456 Len=0"
"2101","189.247246","192.168.1.66","54.192.89.15","TCP","54","26738  >  443 [RST, ACK] Seq=12290 Ack=626256 Win=0 Len=0"
"2102","189.247503","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=10209 Ack=654498 Win=65536 Len=0"
"2103","189.247962","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=10209 Ack=657418 Win=65536 Len=0"
"2104","189.250682","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=10209 Ack=663258 Win=65536 Len=0"
"2105","189.253563","192.168.1.66","54.192.89.15","TCP","66","26766  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2106","189.254070","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=10209 Ack=665903 Win=65536 Len=0"
"2107","189.254123","192.168.1.66","54.192.89.15","TCP","54","26763  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"2108","189.254151","192.168.1.66","54.192.89.15","TCP","54","26764  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"2109","189.254176","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=9677 Ack=376113 Win=65536 Len=0"
"2110","189.254817","192.168.1.66","54.192.89.15","TLSv1.2","571","Client Hello"
"2111","189.255159","192.168.1.66","54.192.89.15","TLSv1.2","571","Client Hello"
"2112","189.255970","192.168.1.66","54.192.89.15","TLSv1.2","506","Application Data"
"2113","189.259973","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=9677 Ack=379033 Win=65536 Len=0"
"2114","189.277968","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=9677 Ack=381842 Win=65536 Len=0"
"2115","189.287365","192.168.1.66","54.192.89.15","TCP","54","26765  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"2116","189.287704","192.168.1.66","54.192.89.15","TLSv1.2","571","Client Hello"
"2117","189.289444","192.168.1.66","54.192.89.15","TCP","54","26766  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"2118","189.289712","192.168.1.66","54.192.89.15","TLSv1.2","571","Client Hello"
"2119","189.293018","192.168.1.66","54.192.89.15","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2120","189.295423","192.168.1.66","54.192.89.15","TLSv1.2","533","Application Data"
"2121","189.295908","192.168.1.66","54.192.89.15","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2122","189.298694","192.168.1.66","54.192.89.15","TLSv1.2","543","Application Data"
"2123","189.301672","192.168.1.66","54.192.89.15","TLSv1.2","510","Application Data"
"2124","189.305463","192.168.1.66","54.192.89.15","TLSv1.2","523","Application Data"
"2125","189.324159","192.168.1.66","54.192.89.15","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2126","189.326745","192.168.1.66","54.192.89.15","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2127","189.329260","192.168.1.66","54.192.89.15","TLSv1.2","525","Application Data"
"2128","189.333118","192.168.1.66","54.192.89.15","TCP","54","26763  >  443 [ACK] Seq=1048 Ack=3033 Win=65536 Len=0"
"2129","189.337084","192.168.1.66","54.192.89.15","TCP","54","26764  >  443 [ACK] Seq=1058 Ack=1233 Win=64256 Len=0"
"2130","189.341780","192.168.1.66","54.192.89.15","TLSv1.2","522","Application Data"
"2131","189.344056","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=11117 Ack=669415 Win=65536 Len=0"
"2132","189.345616","192.168.1.66","54.192.89.15","TLSv1.2","886","Application Data"
"2133","189.354568","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=10146 Ack=384762 Win=65536 Len=0"
"2134","189.355835","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=11117 Ack=673795 Win=65536 Len=0"
"2135","189.361940","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=11117 Ack=675255 Win=65536 Len=0"
"2136","189.387826","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=11117 Ack=678175 Win=65536 Len=0"
"2137","189.387899","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=10146 Ack=385199 Win=65024 Len=0"
"2138","189.389154","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=11117 Ack=682555 Win=65536 Len=0"
"2139","189.395257","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=11117 Ack=689855 Win=65536 Len=0"
"2140","189.396204","192.168.1.66","54.192.89.15","TLSv1.2","533","Application Data"
"2141","189.396528","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=11117 Ack=692519 Win=65536 Len=0"
"2142","189.402411","192.168.1.66","54.192.89.15","TLSv1.2","508","Application Data"
"2143","189.413196","192.168.1.66","54.192.89.15","TCP","54","26766  >  443 [ACK] Seq=1040 Ack=3639 Win=65536 Len=0"
"2144","189.414487","192.168.1.66","54.192.89.15","TCP","54","26766  >  443 [ACK] Seq=1040 Ack=8019 Win=65536 Len=0"
"2145","189.420702","192.168.1.66","54.192.89.15","TCP","54","26766  >  443 [ACK] Seq=1040 Ack=16779 Win=65536 Len=0"
"2146","189.424165","192.168.1.66","54.192.89.15","TCP","54","26766  >  443 [FIN, ACK] Seq=1040 Ack=17132 Win=65280 Len=0"
"2147","189.424863","192.168.1.66","54.192.89.15","TCP","54","26766  >  443 [RST, ACK] Seq=1041 Ack=18592 Win=0 Len=0"
"2148","189.429262","192.168.1.66","54.192.89.15","TLSv1.2","512","Application Data"
"2149","189.453222","192.168.1.66","54.192.89.15","TCP","54","26764  >  443 [ACK] Seq=1526 Ack=7073 Win=65536 Len=0"
"2150","189.456519","192.168.1.66","54.192.89.15","TCP","54","26764  >  443 [ACK] Seq=1526 Ack=12913 Win=65536 Len=0"
"2151","189.462386","192.168.1.66","54.192.89.15","TCP","54","26764  >  443 [ACK] Seq=1526 Ack=15833 Win=65536 Len=0"
"2152","189.463729","192.168.1.66","54.192.89.15","TCP","54","26764  >  443 [ACK] Seq=1526 Ack=20213 Win=65536 Len=0"
"2153","189.465795","192.168.1.66","54.192.89.15","TCP","54","26764  >  443 [FIN, ACK] Seq=1526 Ack=20213 Win=65536 Len=0"
"2154","189.467603","192.168.1.66","54.192.89.15","TCP","54","26764  >  443 [RST, ACK] Seq=1527 Ack=21673 Win=0 Len=0"
"2155","189.470962","192.168.1.66","54.192.89.15","TCP","66","26767  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2156","189.483619","192.168.1.66","54.192.89.15","TCP","54","26763  >  443 [ACK] Seq=1880 Ack=5953 Win=65536 Len=0"
"2157","189.484887","192.168.1.66","54.192.89.15","TCP","54","26763  >  443 [ACK] Seq=1880 Ack=10333 Win=65536 Len=0"
"2158","189.491157","192.168.1.66","54.192.89.15","TCP","54","26763  >  443 [ACK] Seq=1880 Ack=16173 Win=65536 Len=0"
"2159","189.495220","192.168.1.66","54.192.89.15","TCP","54","26763  >  443 [ACK] Seq=1880 Ack=20553 Win=65536 Len=0"
"2160","189.497255","192.168.1.66","54.192.89.15","TCP","54","26763  >  443 [FIN, ACK] Seq=1880 Ack=20553 Win=65536 Len=0"
"2161","189.502063","192.168.1.66","54.192.89.15","TCP","66","26768  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2162","189.520094","192.168.1.66","54.192.89.15","TCP","54","26763  >  443 [RST, ACK] Seq=1881 Ack=22013 Win=0 Len=0"
"2163","189.529055","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=10625 Ack=386613 Win=65536 Len=0"
"2164","189.530888","192.168.1.66","54.192.89.15","TLSv1.2","519","Application Data"
"2165","189.536672","192.168.1.66","54.192.89.15","TCP","66","26769  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2166","189.538622","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=11571 Ack=695439 Win=65536 Len=0"
"2167","189.539859","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=11571 Ack=698359 Win=65536 Len=0"
"2168","189.545470","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=11571 Ack=701388 Win=65536 Len=0"
"2169","189.545523","192.168.1.66","54.192.89.15","TCP","54","26765  >  443 [ACK] Seq=1027 Ack=4537 Win=65536 Len=0"
"2170","189.547307","192.168.1.66","54.192.89.15","TLSv1.2","505","Application Data"
"2171","189.549396","192.168.1.66","54.192.89.15","TCP","54","26765  >  443 [ACK] Seq=1027 Ack=6936 Win=65536 Len=0"
"2172","189.551448","192.168.1.66","54.192.89.15","TLSv1.2","514","Application Data"
"2173","189.558526","192.168.1.66","54.192.89.15","TCP","54","26767  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"2174","189.558598","192.168.1.66","54.192.89.15","TCP","54","26768  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"2175","189.558755","192.168.1.66","54.192.89.15","TLSv1.2","571","Client Hello"
"2176","189.558985","192.168.1.66","54.192.89.15","TLSv1.2","571","Client Hello"
"2177","189.574699","192.168.1.66","54.192.89.15","TCP","66","[TCP Dup ACK 2171#1] 26765  >  443 [ACK] Seq=1487 Ack=6936 Win=65536 Len=0 SLE=5997 SRE=6936"
"2178","189.574768","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=11090 Ack=389533 Win=65536 Len=0"
